Country Name,Year,Data.Daily cigarettes,Data.Percentage.Male,Data.Percentage.Female,Data.Percentage.Total,Data.Smokers.Total,Data.Smokers.Female,Data.Smokers.Male,GDP per capita,Unemployment,Literacy,Health expenditure
Norway,1994,6.0999999,32.200001,33.700001,30.700001,1125748,547959,577789,29315.875,5.35,,
Oman,1994,29.9,11.8,17.6,1.2,147180,5102,142078,6054.743884,4.063,,
Pakistan,1994,16.9,19.299999,32.099998,5.4000001,13437848,1796238,11641611,404.6068718,0.645,,
Palestine,1994,9.3000002,26,48.299999,3.4000001,334142,21633,312509,,,,
Panama,1994,18.6,9.8000002,15.7,3.7,173719,32594,141125,3518.953402,6.11,,
Papua New Guinea,1994,15.5,38,54.400002,21.1,1030846,282607,748239,1236.110584,2.662,,
Paraguay,1994,20.6,15.6,24.1,7,435472,97391,338082,1750.935478,4.41,,
Peru,1994,9,10.1,14.5,5.8000002,1511316,436881,1074435,1871.392109,4.324,,
Philippines,1994,16.6,28.700001,48.200001,9.1999998,11720397,1880266,9840131,1081.434321,3.661,,
Poland,1994,26.200001,34.5,46.900002,23.200001,10155168,3558341,6596827,2874.831636,14.83,,
Portugal,1994,23.299999,21.200001,34.200001,9.5,1749726,412172,1337554,9977.319909,6.71,,
Qatar,1994,17.1,16.299999,22.200001,1.4,59295,1481,57814,14728.78202,0.818,,
Romania,1994,18.1,29,40.5,18.1,5279173,1697811,3581363,1323.035708,8.17,,
Russia,1994,19.5,32.900002,55.900002,13.4,37813808,8391055,29422751,,,,
Rwanda,1994,21,13.9,20.299999,8,445868,131378,314490,111.9373042,12.024,,
Saint Lucia,1994,23.799999,10.2,15.6,5.0999999,9620,2485,7135,,,,
Saint Vincent and the Grenadines,1994,102,9.3000002,16.299999,2.3,6496,814,5682,,,,
Samoa,1994,20.9,28,40,15.3,28077,7433,20644,1277.233772,3.04,,
Sao Tome and Principe,1994,6.9000001,3.3,5.6999998,1.1,2220,369,1851,,14.45,,
Saudi Arabia,1994,43.299999,11.9,19.299999,0.80000001,1263368,35825,1227542,7359.448498,6.41,,
Senegal,1994,18.9,10.4,19.799999,1.5,476148,34002,442147,598.1454192,5.654,,
Serbia,1994,21.200001,26.200001,31,21.6,2079749,878540,1201209,,13.422,,
Seychelles,1994,11.3,16.299999,28.700001,4,8306,1035,7271,6974.867706,,,
Sierra Leone,1994,5.9000001,17.5,29.6,5.6999998,388511,64555,323957,211.338564,3.466,,
Singapore,1994,22.6,15.3,27.1,3.5999999,350358,41616,308743,21552.40769,3.03,,
Slovakia,1994,25.9,24.200001,34.900002,14.4,991971,306803,685168,,,,
Slovenia,1994,31.700001,25.299999,30.299999,20.799999,410746,176254,234491,,8.24,,
Solomon Islands,1994,3.9000001,28.4,40.400002,15.8,55751,15165,40585,1105.161697,1.422,,
Somalia,1994,22.299999,11,19.700001,2.5999999,374231,44741,329490,,19.884,,
South Africa,1994,16.1,22.700001,37.200001,8.8999996,5838436,1175735,4662700,3547.951415,20.828,,
South Korea,1994,23.6,32.799999,61.400002,5,11154574,862005,10292569,,,,
Spain,1994,21.4,33.5,41.5,26,10901098,4357820,6543278,13415.287,24.21,,
Sri Lanka,1994,8.8000002,12.7,23.9,1.6,1613692,99809,1513883,650.5535615,13.03,,
Sudan,1994,12.7,5.6999998,9.8999996,1.6,922298,130656,791642,459.4401855,15.705,,
Suriname,1994,120.7,6.5,10.5,2.4000001,18891,3487,15404,1419.517938,12.7,,
Swaziland,1994,21.9,6,10.6,2.2,29673,5879,23793,,,,
Sweden,1994,14.2,23.1,21.700001,24.4,1643800,886809,756990,26083.7158,9.58,,
Switzerland,1994,23.6,29.5,33.400002,25.9,1701003,772214,928789,43092.0134,3.58,,
Syria,1994,30.299999,16.6,27,6,1288645,229399,1059247,,,,
Taiwan,1994,28.5,23.299999,41.700001,3.8,3676796,289774,3387022,,,,
Tajikistan,1994,27.700001,20.700001,38.299999,3.5,656379,55570,600809,262.2364354,8.8,,
Tanzania,1994,9,11.5,21.5,2,1829334,157795,1671539,156.7896118,3.451,,
Thailand,1994,12.4,25.1,47,4,10598647,857842,9740805,2502.70866,1.35,,
Timor,1994,2,33.400002,61.299999,4.1999998,166973,10293,156680,,,,
Togo,1994,31,6.3000002,11.7,1.3,143174,15718,127456,326.2731551,3.764,,
Tonga,1994,13.3,31.299999,49.5,13.4,18110,3902,14208,1965.19624,1.654,,
Trinidad and Tobago,1994,21.6,19,30.200001,8,162265,34704,127561,3801.450835,18.44,,
Tunisia,1994,22.6,22.200001,42.700001,1.7,1270912,48266,1222646,1709.825073,15.919,,
Turkey,1994,23.299999,27.9,42.900002,13.8,10622074,2693272,7928802,,,,
Turkmenistan,1994,23.6,20.799999,39.099998,3.5,511343,44161,467181,619.6698961,4.7,,
Uganda,1994,5.3000002,12.9,22.6,3.4000001,1332144,180104,1152040,198.2820513,3.361,,
Ukraine,1994,17.200001,30.1,52.5,11.6,12284476,2606156,9678320,1012.098145,2,,
United Arab Emirates,1994,14.3,19.1,26.299999,0.60000002,309678,2791,306887,25463.49629,1.81,,
United Kingdom,1994,16.799999,28.5,29.5,27.5,13268584,6671561,6597022,19708.43564,9.65,,
United States,1994,29.799999,21.9,23.799999,20.1,44931865,21345213,23586650,27694.85342,6.12,,
Uruguay,1994,17.299999,30.1,38.900002,22,720298,276515,443782,5478.022364,9.04,,
Uzbekistan,1994,19.1,11.2,21.6,1.2,1497412,82312,1415100,576.4471105,7.3,,
Vanuatu,1994,5.8000002,21.5,38.099998,4.3000002,20121,1973,18147,1403.105797,1.622,,
Venezuela,1994,16.700001,18.700001,25.200001,12.2,2568477,837723,1730754,,,,
Vietnam,1994,7,30.299999,58.599998,3.9000001,14446937,957733,13489204,224.6370945,1.945,,
World,1994,18,23.4,38.5,8.3999996,895401851,160013977,735387866,4944.937993,5.610617554,,
Yemen,1994,24.6,20.1,29.9,10.2,1423870,360162,1063709,,,,
Zambia,1994,6.1999998,11.5,20,3.2,540621,75791,464830,431.5217163,18.679,,
Zimbabwe,1994,21.9,11.5,20.700001,2.5999999,725476,81971,643505,634.5826172,4.96,,
Afghanistan,1995,4.5,11.3,20.1,2.0999999,1028533,95703,932830,,8.26,,
Albania,1995,16.1,21.299999,39.200001,3.2,483593,36355,447238,750.6044492,14.611,,
Algeria,1995,17,16.799999,32.799999,0.80000001,2954172,68475,2885697,1466.544691,31.84,,
Andorra,1995,20,31,37.799999,24.6,15201,6255,8946,18731.65069,,,
Angola,1995,23.4,8.8999996,17.1,1.1,562869,35600,527270,399.7355584,4.304,,
Antigua and Barbuda,1995,61.200001,3.8,5.6999998,2,1835,502,1333,8440.034526,,,
Argentina,1995,18,24.700001,28.6,21,6091760,2678275,3413485,7383.70451,18.8,,
Armenia,1995,23.4,28,57.299999,3,637232,36245,600987,441.8940018,6.7,,
Australia,1995,21.700001,23.799999,25.9,21.9,3382914,1571260,1811654,20446.71985,8.47,,
Austria,1995,22.299999,28.6,35,22.700001,1865505,777451,1088054,30325.84958,4.34,,
Azerbaijan,1995,15,21.200001,43.400002,0.89999998,1088491,23797,1064694,314.5581973,7.2,,
Bahamas,1995,25.1,11.2,16.9,5.5999999,21441,5552,15889,,,,
Bahrain,1995,23.6,14.6,20.200001,6.0999999,57493,9436,48057,9543.390109,1.128,,
Bangladesh,1995,6.8000002,23.1,43,1.5,16670371,504605,16165766,322.0873898,2.464,,
Barbados,1995,31.799999,6.6999998,11.7,2.0999999,13663,2224,11439,8451.958599,19.66,,
Belarus,1995,16.6,30.1,54.299999,9.6999998,2397560,419610,1977951,1370.699283,17.7,,
Belgium,1995,18.5,30.9,36.599998,25.6,2572843,1098910,1473933,28413.82644,9.34,,
Belize,1995,35.299999,9.6999998,17.5,1.8,11488,1046,10442,4021.006504,12.48,,
Benin,1995,9.1000004,8.6999998,14.5,3.2,283862,54867,228995,358.8229871,1.237,,
Bhutan,1995,36.799999,10.7,17,3.8,30466,5112,25354,550.6562335,1.454,,
Bolivia,1995,2.2,35,46.700001,23.799999,1581687,549308,1032380,856.3651129,2.752,,
Bosnia and Herzegovina,1995,21.200001,36.900002,46,28.6,1019873,415144,604728,497.6828466,21.842,,
Botswana,1995,23.200001,13.8,22.799999,5.1999998,127249,24344,102905,3064.586353,21.35,,
Brazil,1995,32.799999,17.6,21.200001,14.2,19271120,7925586,11345534,4704.961546,7.09,,
Brunei,1995,44.5,12.2,15.2,8.8999996,24098,8275,15822,,,,
Bulgaria,1995,23.9,28.799999,39,19.1,1973833,676343,1297490,2259.264831,11.1,,
Burkina Faso,1995,4,12.5,17.299999,8.1999998,667791,231336,436455,229.8326601,2.514,,
Burundi,1995,6.4000001,13.4,18.6,8.5,419996,139622,280374,168.6271677,2.892,,
Cambodia,1995,10.5,23.9,45.200001,5.1999998,1381898,161151,1220747,315.142348,0.785,,
Cameroon,1995,14.3,8.1999998,14,2.5,612545,95583,516961,822.3632128,7.968,,
Canada,1995,21.1,26.200001,27.9,24.4,6099690,2905603,3194087,20678.95044,9.49,,
Cape Verde,1995,9.1000004,6.1999998,9.8999996,2.9000001,13693,3488,10205,,,,
Central African Republic,1995,17.200001,8.3000002,16,1.1,155864,10605,145259,340.39968,5.442,,
Chad,1995,2.0999999,7.1999998,12.5,2.0999999,260096,38158,221938,209.8925997,0.708,,
Chile,1995,8.6000004,37.5,40.5,34.700001,3811405,1802648,2008757,5094.505484,4.7,,
China,1995,18.200001,29.5,53.900002,3.7,261196167,16036466,245159689,609.6043623,3,,
Colombia,1995,17.9,13.1,18.700001,7.8000002,3115466,954147,2161319,2571.46819,8.72,,
Comoros,1995,3.5,13.4,18.1,8.6999998,35244,11575,23669,823.6766098,4.953,,
Congo,1995,15.5,8.3999996,15.8,1.1,131031,8651,122380,,,,
Costa Rica,1995,28.6,9.3999996,13.9,4.6999998,213847,52911,160936,3240.711145,5.18,,
Cote d'Ivoire,1995,23.6,8.6999998,14.3,2.4000001,706462,90610,615851,769.2556836,4.1,,
Croatia,1995,21.9,26.299999,31.4,21.700001,1006557,434764,571793,4930.337203,10.18,,
Cuba,1995,35.200001,19.200001,24.9,13.5,1623964,570261,1053702,2784.902605,8.27,,
Cyprus,1995,19.799999,34.599998,47.400002,22.6,178892,60133,118758,15261.41016,2.6,,
Czech Republic,1995,23.1,25.9,31.5,20.799999,2175015,906814,1268200,,,,
Democratic Republic of Congo,1995,7.8000002,7.9000001,15,1.1,1785397,129580,1655817,,,,
Denmark,1995,13.2,35.700001,36.200001,35.299999,1545034,778459,766576,35351.5758,6.99,,
Djibouti,1995,12,21.5,36.400002,6.5,80558,12223,68334,790.5161067,29.426,,
Dominica,1995,22.799999,6.0999999,9.1999998,3,2858,726,2132,3967.026809,,,
Dominican Republic,1995,15.9,16.700001,20.200001,13.2,838714,330261,508453,2114.0906,6.379,,
Ecuador,1995,16,8.8000002,14.8,2.9000001,635504,103465,532040,2113.263652,4.632,,
Egypt,1995,21.4,16.299999,32,0.80000001,6206966,161556,6045409,,,,
El Salvador,1995,13.9,10.5,19.1,3,365129,55138,309990,1552.130208,7.65,,
Equatorial Guinea,1995,45.400002,11.4,20.9,1.3,29343,1551,27793,252.9752843,7.804,,
Eritrea,1995,34.599998,6.9000001,13.4,0.89999998,119299,8208,111091,,5.378,,
Estonia,1995,17.9,29.700001,44.799999,17.299999,338234,108274,229960,3134.389753,9.66,,
Ethiopia,1995,6.9000001,4.0999999,7.1999998,1,1242287,153750,1088536,133.3411006,3.205,,
Fiji,1995,18.799999,15.4,25.9,4.6999998,75826,11426,64400,2486.981341,4.778,,
Finland,1995,16,21.799999,26.5,17.4,900414,373651,526763,26271.59981,17,,
France,1995,16.4,31.200001,36.799999,26.1,14542739,6332132,8210607,26889.42506,11.83,,
Gabon,1995,13.9,9.1999998,16.299999,2.5999999,58108,8482,49626,4419.79034,17.62,,
Gambia,1995,25,14.2,27.5,0.89999998,80717,2636,78081,,,,
Georgia,1995,23.9,22.5,42.5,5.0999999,863561,105429,758132,578.3446099,7.6,,
Germany,1995,21.299999,25.6,32.099998,19.6,17535172,6968405,10566767,31658.34938,8.16,,
Ghana,1995,12.9,4.8000002,8.5,1.1,460703,50534,410169,370.6884777,6.451,,
Greece,1995,23.9,39.5,53.299999,26.4,3509840,1196593,2313247,12959.32429,9.06,,
Grenada,1995,22.1,9.6000004,14.5,5,5990,1603,4386,3288.223318,,,
Guatemala,1995,10.3,8.5,15,2.4000001,470320,67350,402970,1424.682543,2.664,,
Guinea,1995,2.0999999,6.5999999,11.8,1.5,288042,33323,254719,494.5820719,4.528,,
Guinea-Bissau,1995,2.4000001,7,11.9,2.3,44535,7394,37141,227.3200154,2.99,,
Guyana,1995,23.1,12.6,22.799999,2.8,60130,6779,53351,826.9733705,11.884,,
Haiti,1995,5.3000002,9.6000004,14.8,4.6999998,431049,108665,322384,368.8470858,7.301,,
Honduras,1995,17.799999,14,24.799999,3.4000001,436621,53648,382973,919.9379933,3.24,,
Hungary,1995,27,29.299999,37.400002,22.1,2476377,988447,1487930,4494.707624,10.17,,
Iceland,1995,23.799999,28.5,29,28.1,57663,28496,29167,26633.6051,5.2,,
India,1995,11.6,16.799999,30.200001,2.4000001,102594850,6946477,95648373,373.6282338,7.014,,
Indonesia,1995,11,27.6,53.200001,2.3,35483642,1492890,33990753,1020.146681,4.597,,
Iran,1995,24,12,20.9,2.8,4193655,479972,3713682,,,,
Iraq,1995,22.1,17.1,32.400002,1.9,1942833,110362,1832471,615.5003718,9.021,,
Ireland,1995,21.1,30.6,32.200001,29,837045,404048,432997,19158.45648,11.97,,
Israel,1995,20.200001,27.5,32.099998,23.200001,1040952,450666,590286,18916.72597,8.78,,
Italy,1995,20.1,25.9,32.5,19.9,12577003,5031162,7545841,20664.55227,11.66,,
Jamaica,1995,15.1,15.9,25.4,6.9000001,259237,57857,201380,2621.181995,7.106,,
Japan,1995,24.700001,31.1,52,11.3,32410758,6034052,26376708,44197.62889,3.2,,
Jordan,1995,18.4,26.9,43.099998,8.3999996,690005,100811,589193,1509.040549,14.6,,
Kazakhstan,1995,23.700001,20.200001,25.9,15.2,2211099,877317,1333782,1288.188519,10.98,,
Kenya,1995,10.3,11.2,20.799999,1.9,1647283,138199,1509085,336.5653474,3.171,,
Kiribati,1995,8,50.200001,65,35.900002,22628,8237,14391,691.4086831,,,
Kuwait,1995,22.1,23.4,35.900002,3,270444,13084,257360,16424.99077,0.699,,
Kyrgyzstan,1995,17.700001,19.9,39.5,1.6,571065,23403,547662,,,,
Laos,1995,16.1,33.900002,56.5,12.1,917511,166186,751326,,,,
Latvia,1995,22.200001,29.700001,47.200001,15.4,585774,168145,417629,2329.576733,19,,
Lebanon,1995,22.200001,39.299999,47.400002,31.6,817918,336937,480981,2959.560851,8.533,,
Lesotho,1995,22,21.5,43.900002,1.1,217768,5719,212049,518.0212392,17.057,,
Liberia,1995,9.8999996,7.5,13.9,1.2,86827,6940,79887,,2.211,,
Libya,1995,32.299999,10.6,18.6,1.5,312114,20042,292072,5396.375074,20.203,,
Lithuania,1995,18.4,22.5,39.400002,8.1000004,639127,124110,515017,2167.792582,17.54,,
Luxembourg,1995,18.799999,28.799999,32.400002,25.299999,95615,43102,52513,51032.34964,2.92,,
Macedonia,1995,22.6,37.5,48,27.1,556133,202499,353634,,,,
Madagascar,1995,3.5999999,22.200001,37.400002,7.0999999,1645211,267054,1378157,276.7368024,5.355,,
Malawi,1995,11.2,13.1,23.1,3.5999999,722700,102219,620482,201.1014086,4.752,,
Malaysia,1995,17.1,22.200001,42.200001,1.7,2958926,115043,2843883,4405.116764,3.15,,
Maldives,1995,28.6,19,29.5,8.1999998,25085,5356,19729,1545.223056,0.79,,
Mali,1995,7,10.1,17.700001,2.9000001,488765,72918,415846,272.7950323,1.282,,
Malta,1995,37.799999,28,35,21.200001,84840,32705,52135,9171.061035,6.296,1.00132,
Marshall Islands,1995,19.299999,19.299999,33.400002,4.5999999,5567,661,4906,2371.306852,,,
Mauritania,1995,23.1,10.5,18,3.0999999,137140,20853,116287,878.7505856,9.982,,
Mauritius,1995,19.4,20.799999,39,3,170378,12265,158113,3599.551751,9.59,,
Mexico,1995,11,20.700001,31.700001,10.6,12630785,3403647,9227138,4002.158718,7.1,,
Micronesia,1995,21.9,25.200001,39.900002,10.3,15318,3085,12234,,,,
Moldova,1995,24.200001,22.9,43.599998,4.6999998,728174,80250,647924,593.586593,5.3,,
Mongolia,1995,12.1,21.9,39.799999,4.6999998,308930,33545,275385,623.1574552,5.5,,
Montenegro,1995,24.5,27.6,36.400002,19.299999,130178,46530,83649,,27.889,,
Morocco,1995,17.6,13.9,27.700001,0.60000002,2317949,55137,2262812,1455.950317,13.612,,
Mozambique,1995,3.5,11.4,20.799999,3.4000001,1020417,166589,853828,185.9534301,2.771,,
Myanmar,1995,26.5,21.200001,37.799999,5.6999998,6298785,871854,5426931,113.7881689,0.686,,
Namibia,1995,6.6999998,18.1,26,10.7,173331,52960,120371,2478.25374,21.051,,
Nepal,1995,5.9000001,36.900002,48.900002,23.700001,4471644,1366650,3104994,197.3096505,10.499,,
Netherlands,1995,12.8,26.799999,29.9,23.700001,3375679,1525129,1850550,29258.13435,7.16,,
New Zealand,1995,20.1,25.299999,25.9,24.700001,715154,358906,356248,17399.92902,6.46,,
Nicaragua,1995,11.4,11.3,17.799999,5.0999999,295669,67240,228428,876.8598596,7.102,,
Niger,1995,9.8999996,5.4000001,8.6000004,2.5,260376,61870,198506,234.6196048,1.433,,
Nigeria,1995,8.3000002,7.8000002,12.7,2.9000001,4731194,879817,3851377,407.2782957,3.945,,
North Korea,1995,14.4,24,46.799999,3.0999999,3816160,259628,3556533,,,,
Norway,1995,6.3000002,31.6,33,30.200001,1108138,540670,567468,34875.94289,6.31,,
Oman,1995,30.9,11.4,16.9,1.1,147026,4904,142122,6352.823059,4.052,,
Pakistan,1995,16.700001,19.200001,32,5.4000001,13789536,1853562,11935974,455.5079732,0.647,,
Palestine,1995,9,26,48.400002,3.4000001,350776,22453,328322,,,,
Panama,1995,18.6,9.6999998,15.7,3.7,178126,33245,144881,3524.881271,6.062,,
Papua New Guinea,1995,15.3,38,54.299999,21.1,1060522,290957,769565,1004.249699,2.863,,
Paraguay,1995,20.200001,15.6,24,7,446530,99765,346765,1968.352487,3.4,,
Peru,1995,8.6000004,10.2,14.5,5.8000002,1551959,448380,1103579,2180.566639,4.544,,
Philippines,1995,16.5,28.700001,48.200001,9.3000002,12036171,1940882,10095288,1222.292531,3.651,,
Poland,1995,26.299999,33.900002,45.799999,22.9,10040451,3544325,6496126,3686.844639,13.7,,
Portugal,1995,24,20.4,33,9,1700586,394220,1306366,11781.36185,7.06,,
Qatar,1995,17.299999,16.299999,22.299999,1.4,59995,1533,58462,15797.69104,0.822,,
Romania,1995,18.200001,29.1,41.200001,17.700001,5321099,1667049,3654051,1650.052605,8.01,,
Russia,1995,19.700001,32.799999,55.799999,13.3,37951602,8375303,29576300,,,,
Rwanda,1995,20.799999,13.9,20.200001,8.1000004,447901,133878,314024,227.4588747,11.824,,
Saint Lucia,1995,23.9,10.4,15.8,5.3000002,9906,2584,7322,,,,
Saint Vincent and the Grenadines,1995,100.6,9.3000002,16.200001,2.3,6569,821,5748,,,,
Samoa,1995,20.700001,28.1,40.099998,15.3,28354,7496,20858,1285.66701,3.189,,
Sao Tome and Principe,1995,6.5999999,3.3,5.6999998,1.1,2252,374,1878,,14.442,,
Saudi Arabia,1995,42,12.3,20.1,0.89999998,1340779,38450,1302329,7588.761234,5.994,,
Senegal,1995,18.4,10.4,19.799999,1.5,490296,34984,455312,732.8363732,5.555,,
Serbia,1995,22.6,27.299999,32.700001,22.200001,2197128,916210,1280918,2207.450598,13.4,,
Seychelles,1995,10.8,16.200001,28.6,4,8510,1056,7454,7180.668327,,,
Sierra Leone,1995,5.6999998,17.4,29.5,5.6999998,385882,64220,321662,201.3711228,3.49,,
Singapore,1995,22.299999,15.1,26.799999,3.5,352461,41192,311269,24914.8507,3.3,,
Slovakia,1995,25.799999,24.299999,35.099998,14.4,1006906,310219,696687,,,,
Slovenia,1995,31.5,25,29.700001,20.700001,406807,175465,231342,10730.45101,7.15,,
Solomon Islands,1995,3.8,28.4,40.5,15.8,57843,15689,42154,1251.217924,1.409,,
Somalia,1995,22.299999,10.9,19.6,2.5999999,375408,44730,330678,,19.566,,
South Africa,1995,15.4,22.6,37.099998,8.8999996,6002634,1213949,4788686,3904.324238,20.75,,
South Korea,1995,23.5,32.700001,61.099998,5,11261065,878324,10382741,,,,
Spain,1995,21.9,32.700001,40.599998,25.299999,10741463,4279260,6462202,15471.96272,22.68,,
Sri Lanka,1995,8.6000004,12.7,23.799999,1.6,1632228,101993,1530235,716.8007675,12.27,,
Sudan,1995,12.5,5.6999998,9.8000002,1.6,950221,134682,815540,483.7037659,15.582,,
Suriname,1995,121.4,6.5,10.6,2.4000001,19282,3569,15713,1591.729379,8.39,,
Swaziland,1995,22.4,6.0999999,10.6,2.2,30622,6048,24574,,,,
Sweden,1995,14.6,22.299999,20.700001,23.9,1599264,872632,726632,30283.09835,8.9,,
Switzerland,1995,23,30,33.799999,26.5,1741567,794818,946749,50115.13886,3.09,,
Syria,1995,29.9,16.6,26.9,6,1335726,237397,1098329,,,,
Taiwan,1995,28.299999,23.299999,41.900002,3.8,3750857,295367,3455490,,,,
Tajikistan,1995,24.5,19.6,36.299999,3.3,630611,52930,577681,208.1695625,10.3,,
Tanzania,1995,8.8999996,11.5,21.5,2,1891272,164226,1727045,176.9260254,3.355,,
Thailand,1995,12.1,25.1,47,3.9000001,10755519,850542,9904977,2848.62249,1.1,,
Timor,1995,2.0999999,33.5,61.400002,4.1999998,167030,10348,156683,,,,
Togo,1995,30.700001,6.3000002,11.6,1.3,145465,16023,129442,415.7778133,3.845,,
Tonga,1995,13.3,31.299999,49,13.8,18139,4048,14091,2089.197173,1.965,,
Trinidad and Tobago,1995,21.200001,18.700001,29.799999,7.9000001,162937,34914,128023,4074.880142,17.22,,
Tunisia,1995,22.6,22.200001,42.799999,1.7,1311560,49901,1261659,1940.034293,15.982,,
Turkey,1995,23.4,28.1,43.099998,14,10969689,2810629,8159060,,,,
Turkmenistan,1995,24.4,21.200001,39.799999,3.5,535471,45952,489519,587.2840894,8.3,0.99859,
Uganda,1995,5.1999998,12.9,22.6,3.5,1374266,186241,1188025,278.3166133,3.298,,
Ukraine,1995,17.4,30,52.5,11.5,12213444,2575548,9637896,935.9589844,5.62,,
United Arab Emirates,1995,14.3,19.1,26.299999,0.60000002,328643,2940,325703,27010.67819,1.8,,
United Kingdom,1995,16.5,28.4,29.4,27.5,13267456,6677804,6589653,23203.6289,8.69,,
United States,1995,29.799999,21.4,23.299999,19.6,44486513,21063372,23423140,28690.8757,5.65,,
Uruguay,1995,17.5,29.9,38.400002,22.1,722708,280712,441996,6014.918523,10.02,,
Uzbekistan,1995,19.1,11.2,21.700001,1.2,1540412,84250,1456162,585.9323642,7.8,,
Vanuatu,1995,5.5999999,21.4,37.900002,4.3000002,20589,2015,18574,1461.405119,1.8,,
Venezuela,1995,16.4,18.6,25,12.2,2626864,858213,1768651,,,,
Vietnam,1995,7.5,29.700001,57.5,3.8,14539126,951410,13587716,281.1336045,1.907,,
World,1995,17.9,23.200001,38.299999,8.1999998,904394638,159921618,744472933,5422.19802,5.777542355,,
Yemen,1995,24.200001,20.200001,29.9,10.3,1502385,379041,1123344,,,,
Zambia,1995,5.9000001,11.5,20,3.2,553012,77495,475517,438.3836362,16.858,,
Zimbabwe,1995,21.6,11.4,20.4,2.5,735497,83291,652206,646.8295598,5.654,,
Afghanistan,1996,4.3000002,11.4,20.4,2.2,1086454,100795,985659,,8.165,,
Albania,1996,16,21.200001,39.299999,3.2,481723,36235,445488,1009.977114,13.931,,
Algeria,1996,16.799999,16.9,33,0.80000001,3081682,70447,3011235,1619.532403,28.515,,
Andorra,1996,20.1,30.9,37.799999,24.5,15240,6256,8984,19081.53796,,,
Angola,1996,23.200001,8.8999996,17,1.1,577854,36546,541308,523.3109091,4.274,,
Antigua and Barbuda,1996,59.599998,3.8,5.6999998,2,1873,520,1353,9079.481212,,,
Argentina,1996,17.799999,24.6,28.5,21,6175547,2724716,3450831,7690.157003,17.11,,
Armenia,1996,23.799999,27.9,57.400002,3,629091,36353,592738,484.091641,9.3,,
Australia,1996,21.5,23.4,25.299999,21.5,3370175,1571726,1798449,22020.0798,8.51,,
Austria,1996,22.5,28.1,34.299999,22.4,1838227,768796,1069431,29809.07677,5.28,,
Azerbaijan,1996,14.4,21,43,0.89999998,1094683,23972,1070711,409.1856231,8.1,,
Bahamas,1996,24.700001,11.2,17,5.6999998,21918,5749,16169,,,,
Bahrain,1996,23.700001,14.6,20.200001,6,58814,9708,49106,9643.309528,1.127,,
Bangladesh,1996,6.5999999,23,42.799999,1.4,17095713,514935,16580778,387.3848632,2.51,,
Barbados,1996,32,6.6999998,11.6,2.0999999,13686,2210,11476,8994.324063,14.71,,
Belarus,1996,16.5,30,54.200001,9.6000004,2396350,415754,1980596,1452.507105,24.4,,
Belgium,1996,18.299999,30.700001,36.400002,25.299999,2557226,1090132,1467094,27489.55518,9.48,,
Belize,1996,34.599998,9.6000004,17.5,1.8,11815,1082,10732,4057.853603,13.82,,
Benin,1996,8.6999998,8.6999998,14.5,3.3,292713,56829,235884,380.5882867,1.175,,
Bhutan,1996,36.400002,10.6,16.799999,3.8,30538,5209,25329,564.486939,1.431,,
Bolivia,1996,2.2,35.299999,47,24.1,1635755,570292,1065463,925.8491189,2.44,,
Bosnia and Herzegovina,1996,21.4,36.900002,46.099998,28.6,1017063,414510,602553,712.9536456,22.841,,
Botswana,1996,22.9,13.7,22.700001,5.0999999,131228,25031,106197,3063.994873,21.59,,
Brazil,1996,32.099998,17.5,20.9,14.2,19569507,8109720,11459787,5121.905407,8.03,,
Brunei,1996,44.599998,12.1,15.1,8.8999996,24789,8639,16150,,,,
Bulgaria,1996,24.6,29.200001,39.799999,19.299999,1997706,680257,1317449,1470.195347,12.5,,
Burkina Faso,1996,3.9000001,12.5,17.200001,8.3000002,687083,239970,447113,243.5269234,2.441,0.1681,
Burundi,1996,5.8000002,13.2,18.4,8.3999996,418971,138859,280112,146.5361825,2.933,,
Cambodia,1996,10.4,23.700001,44.599998,5.1999998,1425804,167151,1258653,313.5846723,0.84,,
Cameroon,1996,14.1,8.1000004,13.9,2.5,629205,99040,530165,817.1840938,8.06,,
Canada,1996,21.299999,25.5,27.5,23.700001,6028022,2848904,3179118,21296.63442,9.62,,
Cape Verde,1996,8.6999998,6.1999998,9.8999996,2.9000001,14139,3589,10550,,,,
Central African Republic,1996,16.9,8.3000002,16,1.1,159355,10794,148561,299.6194896,5.458,,
Chad,1996,2.0999999,7.1999998,12.5,2.0999999,267654,39057,228598,223.2333881,0.724,,
Chile,1996,8.6000004,37.599998,40.5,34.900002,3894049,1846433,2047617,5376.149433,7.41,,
China,1996,18.200001,29.6,54.200001,3.7,265390895,15927298,249463611,709.4158882,3.12,,
Colombia,1996,17.1,12.9,18.4,7.8000002,3160521,975876,2184645,2652.103881,11.81,0.84707,
Comoros,1996,3.5,13.5,18,8.8999996,36674,12245,24429,801.261221,4.964,,
Congo,1996,15.2,8.3999996,15.9,1.1,135415,8896,126519,,,,
Costa Rica,1996,28.9,9.1999998,13.7,4.6999998,217740,54330,163410,3194.112988,6.16,,
Cote d'Ivoire,1996,23.5,8.6000004,14.1,2.4000001,723616,93293,630322,1220.121444,4.084,,
Croatia,1996,22.299999,26.200001,31.5,21.4,995296,426246,569049,5298.886377,9.68,,
Cuba,1996,35.200001,19.4,25.1,13.7,1649775,580730,1069045,2281.97555,7.61,,
Cyprus,1996,19.799999,34.900002,47.700001,22.799999,181671,61122,120549,15139.22656,3.1,,
